Key,English,NOTES,German,Russian
SUBTITLE_FemaleConditionVeryHungry9,Je pourrais manger n'importe quoi.,,,
SUBTITLE_FemaleConditionVeryThirsty1,Je pourrais boire n'importe quoi.,,,
SUBTITLE_FemaleConditionVeryThirsty2,"Entouré par la neige et rien à boire...",,,
SUBTITLE_FemaleConditionVeryThirsty3,Je mangerai de la neige si l'hypothermie n'était pas au bout.,,,
SUBTITLE_FemaleConditionVeryThirsty4,Ce mec qui buvait son urine à la TV me semble pas si taré maintenant...,,,
SUBTITLE_FemaleConditionVeryThirsty5,Je ferais ne importe quoi pour boire un verre.,,,
SUBTITLE_FemaleConditionVeryThirsty6,"J'aurais bien besoin d'un verre.",,,
SUBTITLE_FemaleConditionVeryThirsty7,Je commence à avoir soif.,,,
SUBTITLE_FemaleDeathScream1,[Cri],,,
SUBTITLE_FemaleDeathScream2,[Cri],,,
SUBTITLE_FemaleDeathScream3,[Cri],,,
SUBTITLE_FemaleDie1,[Gémissement],,,
SUBTITLE_FemaleDie2,[Gémissement],,,
SUBTITLE_FemaleDie3,[Gémissement],,,
SUBTITLE_FemaleDie4,[Gémissement],,,
SUBTITLE_FemaleDysentery1,C'est la manière la plus merdique de mourir...,,,
SUBTITLE_FemaleDysentery2,Oh... Tout ça... pour mourir comme ça...,,,
SUBTITLE_FemaleDysentery3,Oh... J'ai l'estomac qui brûle...,,,
SUBTITLE_FemaleExertionHigh1,[Gros Grognement d'Effort],,,
SUBTITLE_FemaleExertionHigh2,[Gros Grognement d'Effort],,,
SUBTITLE_FemaleExertionHigh3,[Gros Grognement d'Effort],,,
SUBTITLE_FemaleExertionHigh4,[Gros Grognement d'Effort],,,
SUBTITLE_FemaleExertionLow1,[Léger Grognement d'Effort],,,
SUBTITLE_FemaleExertionLow2,[Léger Grognement d'Effort],,,
SUBTITLE_FemaleExertionLow3,[Léger Grognement d'Effort],,,
SUBTITLE_FemaleExertionLow4,[Léger Grognement d'Effort],,,
SUBTITLE_FemaleExertionMedium1,[Grognement d'Effort Modéré],,,
SUBTITLE_FemaleExertionMedium2,[Grognement d'Effort Modéré],,,
SUBTITLE_FemaleExertionMedium3,[Grognement d'Effort Modéré],,,
SUBTITLE_FemaleExertionMedium4,[Grognement d'Effort Modéré],,,
SUBTITLE_FemaleFailFire1,Allez petit feu...,,,
SUBTITLE_FemaleFailFire2,Me fait pas ça.,,,
SUBTITLE_FemaleFailFire3,Sérieusement ?,,,
SUBTITLE_FemaleFailGeneral1,Bon sang.,,,
SUBTITLE_FemaleFailGeneral2,Ça n'a pas marché.,,,
SUBTITLE_FemaleFailGeneral3,Pourquoi ça n'a pas marché ?,,,
SUBTITLE_FemaleFailGeneral4,Allez... Allez...,,,
SUBTITLE_FemaleFailGeneral5,Oh voyons...,,,
SUBTITLE_FemaleFoodPoisoning1,Ooooohh... Je sens que je vais mourir...,,,
SUBTITLE_FemaleFoodPoisoning2,Oh quelle façon de mourir... Je veux juste mourir...,,,
SUBTITLE_FemaleFoodPoisoning3,Mon estomac... Ça fait mal... Oh que ça fait mal...,,,
SUBTITLE_FemaleHit1,[Grognement de douleur],,,
SUBTITLE_FemaleHit2,[Grognement de douleur],,,
SUBTITLE_FemaleHit3,[Grognement de douleur],,,
SUBTITLE_FemaleHit4,[Grognement de douleur],,,
SUBTITLE_FemaleHit5,[Grognement de douleur],,,
SUBTITLE_FemaleInjuredHigh1,Putai... ça... ahhhhhh...,,,
SUBTITLE_FemaleInjuredHigh2,C'est grave... Non... Si.,,,
SUBTITLE_FemaleInjuredHigh3,[Grognements de douleur],,,
SUBTITLE_FemaleInjuredHigh4,[Grognements de douleur],,,
SUBTITLE_FemaleInjuredHigh5,[Grognements de douleur],,,
SUBTITLE_FemaleInjuredHigh6,[Grognements de douleur],,,
SUBTITLE_FemaleInjuredLow1,Ça fait un peu mal mais ce devrait le faire.,,,
SUBTITLE_FemaleInjuredLow2,C'est un peu éraflé.,,,
SUBTITLE_FemaleInjuredLow3,[Grognements de douleur],,,
SUBTITLE_FemaleInjuredLow4,[Grognements de douleur],,,
SUBTITLE_FemaleInjuredLow5,[Grognements de douleur],,,
SUBTITLE_FemaleInjuredLow6,[Grognements de douleur],,,
SUBTITLE_FemaleInjuredLow7,"IJe vais avoir besoin de premiers soins, bientôt. ",,,
SUBTITLE_FemaleInjuredMedium1,Merde... c'est douloureux.,,,
SUBTITLE_FemaleInjuredMedium2,Ouah... Ça fait super mal.,,,
SUBTITLE_FemaleInjuredMedium3,[Grognements de douleur],,,
SUBTITLE_FemaleInjuredMedium4,[Grognements de douleur],,,
SUBTITLE_FemaleInjuredMedium5,[Grognements de douleur],,,
SUBTITLE_FemaleInjuredMedium6,[Grognements de douleur],,,
SUBTITLE_FemaleInspectObject1,Ça va mettre utile.,,,
SUBTITLE_FemaleInspectObject2,Ça va mettre utile.,,,
SUBTITLE_FemaleInspectObject3,Le top pour s'attendre à tout.,,,
SUBTITLE_FemaleInspectObject4,"On ne sait jamais, ça pourrait être utile.",,,
SUBTITLE_FemaleInspectObject5,Je pense que je pourrais m'en servir.,,,
SUBTITLE_FemaleInspectObject6,Hmmm... D'accord.,,,
SUBTITLE_FemaleInspectObject7,Sans doute utile.,,,
SUBTITLE_FemaleInspectObject8,Je le prends.,,,
SUBTITLE_FemaleLandHard1,[Gros grognement],,,
SUBTITLE_FemaleLandHard2,[Gros grognement],,,
SUBTITLE_FemaleLandHard3,[Gros grognement],,,
SUBTITLE_FemaleLandHard4,[Gros grognement],,,
SUBTITLE_FemaleLandLight1,[Léger grognement],,,
SUBTITLE_FemaleLandLight2,[Léger grognement],,,
SUBTITLE_FemaleLandLight3,[Léger grognement],,,
SUBTITLE_FemaleLandMedium1,[Grognement Moyen],,,
SUBTITLE_FemaleLandMedium2,[Grognement Moyen],,,
SUBTITLE_FemaleLandMedium3,[Grognement Moyen],,,
SUBTITLE_FemaleLandMedium4,[Grognement Moyen],,,
SUBTITLE_FemaleOpenContainer1,J'aurais jamais pensé à regarder ici.,,,
SUBTITLE_FemaleOpenContainer10,Merci !,,,
SUBTITLE_FemaleOpenContainer11,Parfait !,,,
SUBTITLE_FemaleOpenContainer2,Qu'avons-nous là ?,,,
SUBTITLE_FemaleOpenContainer3,Ahh... une cachette.,,,
SUBTITLE_FemaleOpenContainer4,J'espère que personne n'en aura besoin.,,,
SUBTITLE_FemaleOpenContainer5,Je me demande à qui appartient ce genre de choses ?,,,
SUBTITLE_FemaleOpenContainer6,Je me demande si le propriétaire est dans le coin ?,,,
SUBTITLE_FemaleOpenContainer7,On dirait que c'est là depuis un petit moment.,,,
SUBTITLE_FemaleOpenContainer8,Je pourrais m'en servir.,,,
SUBTITLE_FemaleOpenContainer9,Oh jour béni.,,,
SUBTITLE_FemaleTODDawn1,On dirait que j'ai tenu une autre nuit.,,,
SUBTITLE_FemaleTODDawn2,Dieu merci... Une autre nuit de passée.,,,
SUBTITLE_FemaleTODDawn3,On dirait qu'un nouveau jour se lève.,,,
SUBTITLE_FemaleTODDawn4,Vous savez quoi. On dirait que je ai survécu à une autre nuit.,,,
SUBTITLE_FemaleTODNight1,On dirait que la nuit approche.,,,
SUBTITLE_FemaleTODNight2,Le crépuscule arrive, la tombée de la nuit ne doit pas être loin derrière.,,,
SUBTITLE_FemaleTODNight3,Il commence à faire sombre ici. Il est temps de chercher un abri.,,,
SUBTITLE_FemaleTODNight4,Le soleil se couche. Il va faire beaucoup plus froid.,,,
SUBTITLE_FoodPoisoning1,Ooooohh... Je sens que je vais mourir...,,,
SUBTITLE_FoodPoisoning2,Oh quelle façon de mourir... Je veux juste mourir...,,,
SUBTITLE_FoodPoisoning3,Mon estomac... Ça fait mal... Oh que ça fait mal...,,,
SUBTITLE_Hit1,[Grognement de douleur],,,
SUBTITLE_Hit2,[Grognement de douleur],,,
SUBTITLE_Hit3,[Grognement de douleur],,,
SUBTITLE_Hit4,[Grognement de douleur],,,
SUBTITLE_Hit5,[Grognement de douleur],,,
SUBTITLE_InjuredHigh1,Putai... ça... ahhhhhh...,,,
SUBTITLE_InjuredHigh2,C'est grave.,,,
SUBTITLE_InjuredHigh3,[Grognements de douleur],,,
SUBTITLE_InjuredHigh4,[Grognements de douleur],,,
SUBTITLE_InjuredHigh5,[Grognements de douleur],,,
SUBTITLE_InjuredHigh6,[Grognements de douleur],,,
SUBTITLE_InjuredLow1,Ça fait un peu mal mais ce devrait le faire.,,,
SUBTITLE_InjuredLow2,C'est un peu éraflé.,,,
SUBTITLE_InjuredLow3,[Grognements de douleur],,,
SUBTITLE_InjuredLow4,[Grognements de douleur],,,
SUBTITLE_InjuredLow5,[Grognements de douleur],,,
SUBTITLE_InjuredLow6,[Grognements de douleur],,,
SUBTITLE_InjuredLow7,"Je vais avoir besoin de premiers soins, bientôt. ",,,
SUBTITLE_InjuredMedium1,Merde... c'est douloureux.,,,
SUBTITLE_InjuredMedium2,Ouah... Ça fait super mal.,,,
SUBTITLE_InjuredMedium3,[Grognements de douleur],,,
SUBTITLE_InjuredMedium4,[Grognements de douleur],,,
SUBTITLE_InjuredMedium5,[Grognements de douleur],,,
SUBTITLE_InjuredMedium6,[Grognements de douleur],,,
SUBTITLE_InspectObject1,Ça va mettre utile.,,,
SUBTITLE_InspectObject2,Qu'avons-nous là ?,,,
SUBTITLE_InspectObject3,J'espère que personne n'en aura besoin.,,,
SUBTITLE_InspectObject4,On dirait que c'est là depuis un petit moment.,,,
SUBTITLE_InspectObject5,Je pourrais m'en servir.,,,
SUBTITLE_LandHard1,[Gros grognement],,,
SUBTITLE_LandHard2,[Gros grognement],,,
SUBTITLE_LandHard3,[Gros grognement],,,
SUBTITLE_LandHard4,[Gros grognement],,,
SUBTITLE_LandLight1,[Léger grognement],,,
SUBTITLE_LandLight2,[Léger grognement],,,
SUBTITLE_LandLight3,[Léger grognement],,,
SUBTITLE_LandMedium1,[Grognement Moyen],,,
SUBTITLE_LandMedium2,[Grognement Moyen],,,
SUBTITLE_LandMedium3,[Grognement Moyen],,,
SUBTITLE_LandMedium4,[Grognement Moyen],,,
SUBTITLE_OpenContainer1,Il doit y avoir quelque chose d'utile là-dedans.,,,
SUBTITLE_OpenContainer2,Où se trouve les trucs utiles ?,,,
SUBTITLE_OpenContainer3,J'aurais jamais pensé à regarder ici.,,,
SUBTITLE_OpenContainer4,"Ah, une cachette.",,,
SUBTITLE_OpenContainer5,Je me demande à qui appartient ce genre de choses ?,,,
SUBTITLE_OpenContainer6,Je me demande si le propriétaire est dans le coin ?,,,
SUBTITLE_TODDawn1,On dirait que j'ai tenu une autre nuit.,,,
SUBTITLE_TODDawn2,Dieu merci... Une autre nuit de passée.,,,
SUBTITLE_TODDawn3,On dirait qu'un nouveau jour se lève.,,,
SUBTITLE_TODDawn4,On dirait que j'ai survécu à une autre nuit.,,,
SUBTITLE_TODNight1,On dirait que la nuit approche.,,,
SUBTITLE_TODNight2,Le crépuscule arrive, la tombée de la nuit ne doit pas être loin derrière.,,,
SUBTITLE_TODNight3,Il commence à faire sombre ici. Il est temps de chercher un abri.,,,
SUBTITLE_TODNight4,Le soleil se couche. Il va faire beaucoup plus froid.,,,
GAMEPLAY_Description,Description,,Description,Description
GAMEPLAY_BearMeatRaw,Viande d'Ours Noir,,Schwarzbärenfleisch,Мясо черного медведя
GAMEPLAY_BearMeatRawDescription,De la savoureuse chair d'ours noir. Sombre et goûteuse. A tendance à prendre le goût de ce que l'ours mangeait.,,"""Schwarzbärenfleisch. Dunkel und kompakt. Schmeckt wie das, was der Bär gefressen hat.""","Мясо черного медведя. Темное и плотное. Обычно на вкус напоминает то, что ел медведь."
GAMEPLAY_BearMeatCooked,Viande d'Ours Noir (Cuite),,Gegartes Schwarzbärenfleisch,Приготовленная медведятина
GAMEPLAY_BearMeatCookedDescription,De la viande d'ours noir cuite. Très nourrissante.,,Gegartes Schwarzbärenfleisch. Schwere Kost.,Приготовленная медведятина. Тяжелая еда.
GAMEPLAY_BearCarcass,Carcasse d'Ours Noir,,Schwarzbärenkadaver,Туша черного медведя
GAMEPLAY_BearHide,Peau d'Ours Noir,,Schwarzbärenfell,Шкура черного медведя
GAMEPLAY_BearHideDescription,La fourrure et la peau d'un ours noir.,,Das Fell und die Haut eines Schwarzbären.,Мех и кожа черного медведя
GAMEPLAY_LightTorch,Torche,,Fackel anzünden,Факел
GAMEPLAY_UseMatch,Allumette,,Streichholz,Спичка
GAMEPLAY_UseFlintAndSteel,Silex,,Feuerstein,Кремень
GAMEPLAY_UseFireStriker,Pierre à Briquet,,Feuerstahl,Огниво
GAMEPLAY_UseFire,Feu,,Feuer,Огонь
GAMEPLAY_Toowindytolighttorch,Trop de vent pour allumer une torche.,,"""Zu windig, um eine Fackel anzuzünden""",Ветер не даёт зажечь факел
GAMEPLAY_AtoZ,A-Z,,A-Z,A-Я
GAMEPLAY_OldMansBeard,Usnée,,Bartflechte,Старый висящий мох
GAMEPLAY_OldMansBeardDescription,Un lichen trouvable dans les vieilles forêts du Nord-Ouest du Pacifique.,,"""Eine Flechte, wie man sie in den alten Wäldern der nordwestlichen Pazifikküste findet.""","Мох, который растет в древних лесах на тихоокеанском северо-западе."
GAMEPLAY_ReishiMushroom,Reishi,,Glänzender Lackporling,Гриб Рейши
GAMEPLAY_ReishiMushroomDescription,"Un grand champignon comestibles qui se trouve principalement sur les conifères.",,"""Ein großer, ungiftiger Pilz, der hauptsächlich an Nadelbäumen wächst.""","Большой съедобный гриб, который в основном растет на хвойных деревьях."
GAMEPLAY_RoseHip,Cynorrhodon,,Hagebutte,Шиповник
GAMEPLAY_RoseHipDescription,Le fruit d'un rosier sauvage.,,Die Frucht eines Wildrosenstrauchs.,Плод диких розовых кустов.
GAMEPLAY_CatTailStalk,Rhizome de Roseau,,Rohrkolbenstängel,Стебель тимофеевки луговой
GAMEPLAY_CatTailStalkDescription,"Dur et pas très copieux, mais comestibles...!",,"""Hart, nicht sehr nahrhaft, aber ungiftig ...!""","Жесткий, не очень плотный, но съедобный!.."
GAMEPLAY_OldMansBeardDressing,Pansement d'Usnée,,Bartflechtenverband,Повязка из старого висящего мха
GAMEPLAY_OldMansBeardDressingDescription,Un pansement utilisant de l'usnée. A appliquer sur les plaies pour aider à prévenir l'infection.,,"""Ein Verband mit Bartflechten. Kann verhindern, dass Wunden sich entzünden.""","Повязка из старого висящего мха. Наносите на рану, чтобы защититься от инфекции."
GAMEPLAY_ReishiTea,Thé au Reishi,,Lackporling-Tee,Чай Рейши
GAMEPLAY_ReishiTeaDescription,Thé au Reishi qui stimule le système immunitaire et agit comme un antibiotique.,,Lackporling-Tee stärkt das Immunsystem und wirkt ähnlich wie ein Antibiotikum.,Чай из гриба Рейши усиливает иммунную систему и имеет антибиотическое действие.
GAMEPLAY_RoseHipTea,Thé au Cynorrhodon,,Hagebuttentee,Чай из шиповника
GAMEPLAY_RoseHipTeaDescription,"Les cynorrhodon ont longtemps été utilisés comme un anti-inflammatoire et ce thé peut faire office d'analgésique naturel.",,"""Hagebutten sind ein altes Hausmittel gegen Entzündungen, und dieser Tee ist ein wirksames natürliches Schmerzmittel.""","Шиповник издавна используется как противовоспалительной средство, а чай из него является природным эффективным болеутоляющим."
GAMEPLAY_CattailTinder,Feuille de Rhizome,,Rohrkolben,Сухой плод тимофеевки луговой
GAMEPLAY_CattailTinderDescription,"Les feuille de Rhizome peuvent être utilisé comme amadou.",,Der Blütenstand des Rohrkolbens. Taugt als Zunder.,"Сухой плод тимофеевки луговой, может использоваться как трут."
GAMEPLAY_Book,Livre,,Buch,Книга
GAMEPLAY_BookDescription,"Potentiellement une source de connaissances. Pour l'instant c'est plus quelque chose à brûler lorsque vous vous gelez.",,"""Hieraus könntest du irgendwann etwas lernen. Fürs Erste kannst du es verbrennen, wenn dir kalt ist.""","Обычно - источник знаний. А сейчас - то, что можно сжечь, когда вы замерзаете."
GAMEPLAY_Books,Livres,,Bücher,Книги
GAMEPLAY_BearSkinBedroll,Sac de Couchage en Ours,,Bärenfell-Schlafsack,Спальный мешок из медвежьей шкуры
GAMEPLAY_BearSkinBedRollDescription,"Sac de couchage fabriqué en peau d'ours. Lourd mais très chaleureux. L'odeur pourrait même effrayer les animaux.",,"""Ein Schlafsack aus Bärenfell. Schwer, hält aber warm.""","Спальный мешок из медвежьей шкуры. Тяжелый, но очень теплый."
GAMEPLAY_SelectBedRoll,Choisir Sac de Couchage,,Schlafsack auswählen,Выберите спальный мешок
GAMEPLAY_Using,Using,"Comme dans ""Utilisé son couteau"" ou ""Utiliser ses poings""",Verwende,С помощью
GAMEPLAY_SavingGame,Sauvegarde Partie,,Spiel wird gespeichert,Сохранение игры
GAMEPLAY_Bearattack,Attaque d'Ours !,,Bärenangriff!,Нападение медведя!
GAMEPLAY_Harvesting,Récolte,,Zerlegen,Собирает
GAMEPLAY_TimeForHarvest,Temps nécessaire pour la récupération:,Zeit zum Zerlegen,Время на сбор
GAMEPLAY_Amount,Quantité,,Menge,Количество
SCENENAME_RuralRegion,Vallée Chaleureuse,location name,Idyllisches Tal,Отрадная долина
GAMEPLAY_SelectTool,Choisir Outil,,Werkzeug auswählen,Выберите инструмент
GAMEPLAY_Or,Ou,,Oder,Или
GAMEPLAY_RuralMine,Mine Abandonnée,Location name. Un puits de mine abandonné par lequel le joueur peut voyager.,Verlassenes Bergwerk,Заброшенная шахта
GAMEPLAY_RuralTownWaterfall,Les Chutes Supérieures, partie supérieure des chutes d'eau.,Oberer Wasserfall,Верхние водопады
GAMEPLAY_RuralTown,Carrefours rurales. Petites zones avec des bâtiments.,Abgelegene Kreuzung,Сельское распутье
GAMEPLAY_RuralBurnedFarmCabins,Propriétés isolées, deux petites cabines brûlé dans la forêt.,Einsames Haus,Одинокий зверолов
GAMEPLAY_RuralFarmBarns,Corps de Ferme de la Vallée Chaleureuse,"Corps de ferme (grange, silo, abri à foin, etc.)",Idyllisches Tal - Außengebäude,Строения в отрадной долине
GAMEPLAY_RuralFarm,Exploitation de la Vallée Chaleureuse,Ferme et verger,Idyllisches Tal - Bauernhof,Усадьба отрадной долины
GAMEPLAY_RuralDerelictFarm,Les trois coups, cabanes abandonnées; Les trois coups est une référence de baseball (trois coup et vous êtes sorti),Three-Strikes-Bauernhof,Усадьба «Три броска»
GAMEPLAY_RuralBurnedRidgeHomes,Crête Skeeter, Skeeter est un nom; (Crête est le bord d'une colline avec une forte pente),Skeeters Abhang,Гребень Скитера
GAMEPLAY_RuralPicnicWaterfall,Aire de pique-nique des Chutes Brumeuses, une petite zone de pique-nique près d'une cascade,Picknickplatz an den Nebelfällen,Зона отдыха у туманного водопада
GAMEPLAY_RuralRadioTower,Signal Hill, colline où il y a une tour de radio; Signal fait référence au signal radio,Funkturmhügel,Холм радиовышки
GAMEPLAY_RuralRemoteCave,Caverne, une simple caverne,Höhle,Пещера
GAMEPLAY_RuralRoadBlock,Impasse,la route se termine dans la roche,Ende der Straße,Конец дороги
GAMEPLAY_RuralRiverRoadBend,Grand Virage,une longue courbe routière,Lange Kurve,Длинный поворот
GAMEPLAY_RuralHillTopCave,Grotte du Sommet,une simple grotte proche du sommet d'une colline,Gipfelhöhle,Пещера на вершине холма
GAMEPLAY_RuralFishingPond,Étang Apaisant,un étang glacé; apaisant se réfère à un endroit pour se arrêter et réfléchir,Teich der Gedanken,Философский пруд
GAMEPLAY_RuralCreekBridge1,Pont des Coeurs Brisés,un pont pour les voitures,Herzschmerzbrücke,Адреналиновый мост
GAMEPLAY_RuralCreekBridge2,Pont Panoramique,un pont pour les voitures,Brücke der Einkehr,Живописный мост
GAMEPLAY_RuralOldCabins,Cabanes Abandonnées,cabanes abandonnées,Verfallene Hütten,Заброшенные лачуги
GAMEPLAY_RuralForestPicnic,Coin Pique-nique,,Picknickplatz,Место для пикника
GAMEPLAY_RuralForestCave,Grotte Forestière,,Waldhöhle,Лесная пещера
GAMEPLAY_RuralBurnedRidgeCave,Caverne Incendiée,,Höhle am Aschgrat,Пещера на выжженном хребте
GAMEPLAY_RuralHuntersBlind1,Cache de Chasse,une Cache de Chasse est une petite tour d'où les chasseurs tirent,Hochsitz,Охотничья засидка
GAMEPLAY_RuralHuntersBlind2,Cache de Chasse,,Hochsitz,Охотничья засидка
GAMEPLAY_RuralWaterfall1Lower,Les Chutes Inférieures,partie inférieure des cascades,Unterer Wasserfall,Нижние водопады
GAMEPLAY_RuralWaterfall1Upper,Chutes en Cascade,chutes se réfère à des cascades,Abgestufter Wasserfall,Каскад водопадов
GAMEPLAY_TraveltoPleasantValley,Se rendre à la Vallée Chaleureuse,texte à l'écran lorsque le joueur est sur le point de se rendre à la région vallée chaleureuse,Zum Idyllischen Tal reisen,Путь в отрадную долину
GAMEPLAY_RuralCabin,Cabane de L'insoumis,"un insoumis est quelqu'un qui est venu au Canada des États-Unis pendant la guerre du Vietnam, pour éviter d'être enrôlés pour combattre",Hütte des Fahnenflüchtigen,Уклонист
GAMEPLAY_DeathBearAttack,Vous êtes mort d'une exsanguination et du choc d'une attaque d'ours,,Du bist nach einem Bärenangriff am Blutverlust und Schock gestorben.,Вы умерли от потери крови после схватки с медведем
GAMEPLAY_RoseHips,Cynorrhodon,,Hagebutten,Плоды шиповника
